Name,Price,Rating,Link,Image
"HP Chromebook 11 G5 EE Intel Celeron Dual Core - 11.6"" – Storage 4GB RAM / 16GB SSD - HDMI - WiFi - Camera- Playstore - Chrome OS - Refurb  (6 Months WRTY)",8999,3 out of 5,https://www.jumia.co.ke/hp-chromebook-11-g5-ee-intel-celeron-dual-core-11.6-storage-4gb-ram-16gb-ssd-hdmi-wifi-camera-playstore-chrome-os-refurb-6-months-wrty-268731258.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/2137862/1.jpg?8663
HP Refurbished ProBook X360/11EE/4GB/128GB SSD/Touchscreen +free Sleeve,15999,5 out of 5,https://www.jumia.co.ke/hp-refurbished-probook-x36011ee4gb128gb-ssdtouchscreen-free-sleeve-210158894.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/8851012/1.jpg?3330
"HP EliteBook 840 G2 Refurbished Intel Core I5 -8GB Ram -256GB SSD-Black-14""",20499,4.4 out of 5,https://www.jumia.co.ke/hp-elitebook-840-g2-refurbished-intel-core-i5-8gb-ram-256gb-ssd-black-14-247886969.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/9688742/1.jpg?1601
"X Tigi HeroBook 10.1""- Quad Core - 4Gb RAM -128Gb ROM -Android Notebook- 4000mAh-13 Months Warranty",9649,3.4 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=XT648CL39JIUGNAFAMZ-138459435&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/97/4259601/1.jpg?4994
"Acer  11.6"" HD Touchscreen Chromebook C731 – C734T - HD - Intel Celeron  Dual-core - 4 GB RAM - 32 GB SSD Flash Memory  - Intel UHD Graphics – Wifi, HDMI , Bluetooth, Camera Playstore Chrome OS Refurb",10299,No Ratings,https://www.jumia.co.ke/acer-11.6-hd-touchscreen-chromebook-c731-c734t-hd-intel-celeron-dual-core-4-gb-ram-32-gb-ssd-flash-memory-intel-uhd-graphics-wifi-hdmi-bluetooth-camera-playstore-chrome-os-refurb-281765927.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/72/9567182/1.jpg?5352
Lenovo Refurbished Thinkpad X250 Intel Core I5 8 GB RAM 256GB SSD 12.5'' Black (6M WRTY),15999,4.3 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=LE842CL269WDKNAFAMZ-161154320&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/4719121/1.jpg?2817
"Apple Refurbished MacBook Pro 13"" Core I5 8GB RAM, 1TB HDD ( 2012)  2.5GHz- Silver",27100,3.7 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=AP044CL07I90YNAFAMZ-102078125&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/608818/1.jpg?3517
"Lenovo Renewed ThinkPad Yoga 11e Touch Screen Intel Celeron 4GB 128GB SSD 11.6""",11543,5 out of 5,https://www.jumia.co.ke/refurbished-thinkpad-yoga-11e-touch-screen-intel-celeron-4gb-128gb-ssd-11.6-lenovo-mpg1964991.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/24/3613861/1.jpg?8829
Lenovo Refurbished Thinkpad X250 Intel Core I5 8 GB RAM 500 GB HDD 12.5'' Black (6M WRTY),15999,3.8 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=LE842CL18BLP1NAFAMZ-91576430&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/74/444437/1.jpg?6507
"HP EliteBook 840 G4 Intel Core I7 7Th Gen,8GB Ram,256GB SSD, Windows 10 Pro",33949,3.7 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=HP246CL2AI0W3NAFAMZ-206839365&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/38/5694751/1.jpg?9551
"HP 11 G6 EE 11.6"" LCD Chromebook - Intel Celeron N3350 Dual-core - 4GB LPDDR4 -16GB SSD - WiFi- Camera - Type C- Chrome OS - Refurb  (6 Months WRTY)",8599,4 out of 5,https://www.jumia.co.ke/hp-11-g6-ee-11.6-lcd-chromebook-intel-celeron-n3350-dual-core-4gb-lpddr4-16gb-ssd-wifi-camera-type-c-chrome-os-refurb-6-months-wrty-268737171.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/17/1737862/1.jpg?3175
"HP EliteBook 840 G4 Intel Core I7 7Th Gen,16GB Ram,256GB SSD, Windows 10 Pro",39449,4.3 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=HP246CL2XDI6DNAFAMZ-205972551&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/9897651/1.jpg?5694
HP Chromebook 11 G8 Intel Celeron N4020 Storage 32GB/4GB RAM Bluetooth WiFi HD Webcam Refurb.(6 Months WRTY),10299,3 out of 5,https://www.jumia.co.ke/hp-chromebook-11-g8-intel-celeron-n4020-storage-32gb4gb-ram-bluetooth-wifi-hd-webcam-refurb.6-months-wrty-268456861.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/8654862/1.jpg?8777
HP 16 GB RAM Elitebook 840 G1 &1 TB Storage Refurbished Intel Core I7,26000,4.2 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=HP246CL292RAVNAFAMZ-158248210&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/1775911/1.jpg?9312
"HP Refurbished EliteBook RAM 8GB HDD 500GB Core I5 14"" Windows, Office Basic Software Installed",18999,4.1 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=HP246CL26C48VNAFAMZ-176977946&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/5754231/1.jpg?2406
"HP Refurbished Elitebook 840 G3 6th Gen , Core I7  8GB RAM- SSD 256GB -14"" Inches Display Sliver Windows 10 Pro Installed Plus Complete Charger",24000,4 out of 5,https://www.jumia.co.ke/hp-refurbished-elitebook-840-g3-6th-gen-core-i7-8gb-ram-ssd-256gb-14-inches-display-sliver-windows-10-pro-installed-plus-complete-charger-247021613.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/6120742/1.jpg?6636
"Acer Chromebook 11 C733 Screen 11.6"" 4GB RAM - 32GB EMMC Celeron N4000  Bluetooth WiFi Camera Black - Refurb.",8448,3.2 out of 5,https://www.jumia.co.ke/acer-chromebook-11-c733-screen-11.6-4gb-ram-32gb-emmc-celeron-n4000-bluetooth-wifi-camera-black-refurb.-268712638.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/6217862/1.jpg?3651
HP Refurbished 6th Generation EliteBook 840 G3 Core I5-8GB - 256GB Ssd - Win 10 - Silver,22100,3.5 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=HP246EL0LHDWFNAFAMZ-40044626&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/083103/1.jpg?3545
"Lenovo Refurbished ThinkPad Yoga 11e X360 Intel -Touchscreen, 11.6""- 4GB RAM - 500GB - Black (6M WRTY)",13989,3.8 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=LE842CL1VATCHNAFAMZ-206109097&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/0388651/1.jpg?6591
"HP Chromebook 11 G5 &ndash; Storage 4GB RAM  /  16GB SSD -11.6"" - Intel Celeron N3060 HDMI - HD Camera - Chrome OS -Refurb,  (6 Months WRTY)",8999,3.2 out of 5,https://www.jumia.co.ke/hp-chromebook-11-g5-ndash-storage-4gb-ram-16gb-ssd-11.6-intel-celeron-n3060-hdmi-hd-camera-chrome-os-refurb-6-months-wrty-167143569.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/5341761/1.jpg?3236
"HP Elitebook 820 G3 6th Gen , Core I7, 16GB RAM-SSD 256GB -12.5"", Sliver Refurbished, 6 Months WRTY",27899,4.4 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=HP246CL2A25CFNAFAMZ-153898088&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/37/8287511/1.jpg?2450
"HP Refurbished EliteBook 840 G3 Intel Core I5 6th Gen 8GB, 128 GB SSD 500GB HDD WIN 10 Trial",23500,4 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=HP246CL00880RNAFAMZ-46467252&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/383643/1.jpg?8287
HP 6th Gen 640  Refurbished Intel Core I5 ProBook 500GB HDD 8GB RAM,19999,4 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=HP246CL1FMZPFNAFAMZ-43248169&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/733123/1.jpg?6104
HP 500GB HDD 8GB RAM Refurbished ProBook 640 14 Intel Core I5 Windows 10,17999,No Ratings,https://www.jumia.co.ke/customer/account/login/?tkWl=HP246CL1LCJ0FNAFAMZ-43889207&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D1,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/96/322623/1.jpg?7941
"HP Refurbished Elitebook 840 G5 8th Generation Core I5, 8GB RAM, 256GB SSD",28999,4 out of 5,https://www.jumia.co.ke/hp-refurbished-elitebook-840-g5-8th-generation-core-i5-8gb-ram-256gb-ssd-250049204.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/2940052/1.jpg?3227
HP EliteBook 820 G3 Intel Core I5 8GB-256GB SSD Silver-12.6 inch Refurbished,19898,No Ratings,https://www.jumia.co.ke/elitebook-820-g3-intel-core-i5-6th-gen-refurbished-8gb-256gb-ssd-silver-12.6-hp-mpg1702418.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/83/8493271/1.jpg?6405
"HP Refurbished EliteBook 840 G3 Intel Core I5 6th Gen 8GB, 256GB SSD - Silver",23000,4 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=HP246CL0BABPFNAFAMZ-88147166&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D2,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/18/957507/1.jpg?5773
"HP Refurbished Elitebook 820 G3 Core I5 8GB RAM 256GB SSD 6th Gen 12.5"" Laptop + Bag (6 Months WRTY)",23450,5 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=HP246CL0D5032NAFAMZ-112843224&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D2,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/22/068398/1.jpg?2214
"HP Refurbished EliteBook 8460p Core I5 - HDD 500GB - 4GB RAM WIFI CAM Silver - 14"" (6 Months WRTY)",15399,3.8 out of 5,https://www.jumia.co.ke/refurbished-elitebook-8470p-core-i5-hdd-500gb-4gb-ram-dvdrw-cam-silver-14-hp-mpg1813975.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/75/5405261/1.jpg?1506
"HP EliteBook 820  Core I5 8GB RAM 512gb SSD Slim Ultrabook Laptop Refurbished,  (6 Months WRTY)",22500,3 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=HP246CL2L7W0ANAFAMZ-169692230&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D2,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/5723621/1.jpg?3281
"HP Refurbished EliteBook 820, Intel Core I5, Slim Model ,8GB RAM , 500HDD, Black- 12.5"",  (6 Months WRTY)",18599,3.9 out of 5,https://www.jumia.co.ke/refurbished-elitebook-820-intel-core-i5-slim-model-8gb-ram-500hdd-black-12.5-hp-mpg1857540.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/3928161/1.jpg?8764
"HP  Refurbished Elitebook 840 G5 8th Generation Core I5, 8GB RAM, 256GB SSD -14"" inches screen display windows 10 pro installed and activated plus complete charger",28000,No Ratings,https://www.jumia.co.ke/hp-refurbished-elitebook-840-g5-8th-generation-core-i5-8gb-ram-256gb-ssd-14-inches-screen-display-windows-10-pro-installed-and-activated-plus-complete-charger-257956485.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/4659752/1.jpg?6004
HP Refubrished ProBook X360 11EE 4GB 128GB SSDTouchscreen Red,15999,4 out of 5,https://www.jumia.co.ke/hp-refubrished-probook-x360-11ee-4gb-128gb-ssdtouchscreen-red-210319490.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/4913012/1.jpg?9508
"DELL Chromebook 3180 Laptop Computer, 11.6 Inch Laptop PC, Intel Celeron N3060, 4GB RAM, 16GB SSD, Web Camera, Wi-Fi, Bluetooth, HDMI, Chrome OS, Refurb",8599,2 out of 5,https://www.jumia.co.ke/dell-chromebook-3180-laptop-computer-11.6-inch-laptop-pc-intel-celeron-n3060-4gb-ram-16gb-ssd-web-camera-wi-fi-bluetooth-hdmi-chrome-os-refurb-280981482.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/28/4189082/1.jpg?4178
"Lenovo THINKPAD 11e Intel Celeron 4GB Ram, 128GB Ssd Touch Screen RENEWED",11950,No Ratings,https://www.jumia.co.ke/lenovo-thinkpad-11e-intel-celeron-4gb-ram-128gb-ssd-touch-screen-renewed-163083500.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/5380361/1.jpg?1381
"HP Refurbished Elitebook 840   Touchscreen Core  I5, 8GB RAM 500GB   -14"", Black",19999,4.6 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=HP246CL2P5OO0NAFAMZ-129883748&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D2,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/63/1880001/1.jpg?2782
"Lenovo Thinkpad Refurbished ThinkPad Yoga 11e X360 Celeron -Touchscreen- 11.6""- 4GB RAM - SSD 128GB",12000,3.9 out of 5,https://www.jumia.co.ke/thinkpad-refurbished-thinkpad-yoga-11e-x360-celeron-touchscreen-11.6-4gb-ram-ssd-128gb-lenovo-mpg1474147.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/9435061/1.jpg?7205
"Lenovo Refurbished Thinkpad X131e 12"" Intel Celeron 4GB, 500GB - Black (6 Months WRTY)",13498,4.2 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=LE842CL22TI4XNAFAMZ-175605865&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D2,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/25/6681131/1.jpg?2406
"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' RENEWED",16595,4.5 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=LE842CL1T2ND7NAFAMZ-202261544&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D2,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/09/2986351/1.jpg?7751
"Lenovo T460s Ultrabook 14"" Display, Intel I5, 8GB RAM, 256GB SSD, BLACK Refurbished",20499,No Ratings,https://www.jumia.co.ke/refurbished-t460s-ultrabook-14-display-intel-i56th-gen-2.6ghz-8gb-ram-256gb-ssd-black-lenovo-mpg1702428.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/2463271/1.jpg?3285
"DELL Latitude E7480,14"" Laptop Core I7-7600U 2.8 GHz, 16GB RAM-DDR4, 512GB SSD-Refurbished",41999,3.7 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=DE168CL349O7JNAFAMZ-155760796&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D2,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/88/5682711/1.jpg?0710
"Lenovo THINKPAD  11e Intel Celeron 8GB Ram, 128GB Ssd Touch Screen RENEWED",13999,2.5 out of 5,https://www.jumia.co.ke/lenovo-thinkpad-11e-intel-celeron-8gb-ram-128gb-ssd-touch-screen-renewed-163153396.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/3351361/1.jpg?6818
Bluetooth Adapter USB 5.0 Bluetooth Dongle Bluetooth Receiver Adapter,499,4.5 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=GE840EA32LB7INAFAMZ-169354249&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D2,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/85/7520621/1.jpg?2118
"HP  Touchscreen Chromebook Laptop 11 G5 11.6"" - Intel Celeron N3060 – Storage 4GB RAM – 16GB SSD eMMC- HDMI - HD Camera - Refurb",11999,No Ratings,https://www.jumia.co.ke/hp-touchscreen-chromebook-laptop-11-g5-11.6-intel-celeron-n3060-storage-4gb-ram-16gb-ssd-emmc-hdmi-hd-camera-refurb-281769337.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/73/3967182/1.jpg?2734
"HP Refurbished Elitebook 840 G3 6th Gen , Core I5, 8GB RAM- SSD 256gb + 500gb Hdd -14"" (6M WRTY)",24999,3.6 out of 5,https://www.jumia.co.ke/customer/account/login/?tkWl=HP246CL2CY67GNAFAMZ-172900965&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D2,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/42/6820921/1.jpg?5278
HP EliteBook 820  Core I7 8GB RAM 1TB Slim Ultrabook Laptop Refurbished 6Months Warranty,22998,4 out of 5,https://www.jumia.co.ke/hp-elitebook-820-core-i7-8gb-ram-1tb-slim-ultrabook-laptop-refurbished-6months-warranty-172915198.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/1519271/1.jpg?2345
"HP EliteBook 755 G5 15.6"" - AMD Ryzen 7 2700U  - 16 GB RAM - 256 GB SSD - Win 10 Pro",35199,No Ratings,https://www.jumia.co.ke/customer/account/login/?tkWl=HP246CL1O8PMFNAFAMZ-198673241&return=%2Fcatalog%2F%3Fq%3Dlapto%26page%3D2,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/1834151/1.jpg?2185
"HP EliteBook 820, Intel Core I7 ,8GB RAM , 500HDD, Black- 12.5""-Refurbished",19998,5 out of 5,https://www.jumia.co.ke/hp-elitebook-820-intel-core-i7-8gb-ram-500hdd-black-12.5-refurbished-224169909.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/9961422/1.jpg?6822
"HP Refurbished Hp 8460P 8GB RAM, 256GB SSD Intel Core I5, 14'' Windows 11 PRO Activated,  Office & Basic Software Installed, Free Bag + Free Wireless Mouse + Charger + Mouse Pad. (6Months)",20800,3.5 out of 5,https://www.jumia.co.ke/hp-refurbished-hp-8460p-8gb-ram-256gb-ssd-intel-core-i5-14-windows-11-pro-activated-office-basic-software-installed-free-bag-free-wireless-mouse-charger-mouse-pad.-6months-161082862.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/8280161/1.jpg?2258
"HP Refurbrished ProBook X360 11 G2  Intel Pentium 4 GB RAM 128 GB SSD HD Convertible Screen, plus complete charger",15900,4 out of 5,https://www.jumia.co.ke/hp-refurbrished-probook-x360-11-g2-intel-pentium-4-gb-ram-128-gb-ssd-hd-convertible-screen-plus-complete-charger-278779772.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/27/7977872/1.jpg?2294
HP Refurbished EliteBook 840 G2 Core I5 5th Gen 8GB 500GB HDD,17994,4.2 out of 5,https://www.jumia.co.ke/hp-refurbished-elitebook-840-g2-core-i5-5th-gen-8gb-500gb-hdd-180873226.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/2378081/1.jpg?6798
Lenovo Thinkpad T460s Renewed -Core I5 -7th Gen-8GB RAM -256GB SSD-Dos-14,22799,No Ratings,https://www.jumia.co.ke/lenovo-thinkpad-t460s-renewed-core-i5-7th-gen-8gb-ram-256gb-ssd-dos-14-166194744.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/44/7491661/1.jpg?1585
Lenovo Refurbished Thinkpad X250 2 Intel Core I5 8GB RAM 256GB SSD 12.5'' Black,15900,4.4 out of 5,https://www.jumia.co.ke/lenovo-refurbished-thinkpad-x250-2-intel-core-i5-8gb-ram-256gb-ssd-12.5-black-172363191.html,https://ke.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/19/1363271/1.jpg?3805
